Gender	PrimaryInterest	Hobby	IncomeLevel	NearSchool	WorkingStudent	InternetAccess	MotherEducation	FatherEducation	TrackStrand	GwaRange	StudyHours	SchoolType	Extracurricular	FavoriteSubject	AcademicAwards	Openness1	Openness2	Conscientiousness1	Conscientiousness2	SelfEfficacy1	SelfEfficacy2	ChosenMajor
Male	Education / Teaching	Social activities / Volunteering	Low income (₱10,957 - ₱21,914 per month)	No	No	Average/intermittent access	Elementary	College Undergraduate	HUMSS	90 - 94	3-5 hours	Science High School	Arts / Music	Social Science	No	3	2	4	1	3	4	Bachelor of Secondary Education major in Filipino
Female	Engineering	Gaming	Rich (Above ₱219,140 per month)	No	Yes	Limited access	College Graduate	Elementary	STEM	Below 75	Less than 3 hours	Science High School	Leadership / Student Government	Mathematics	No	2	3	3	2	1	1	Bachelor of Science in Civil Engineering
Female	Technology / Computing	Sports	Poor (Below ₱10,957 per month)	No	No	Strong and consistent access	High School	College Undergraduate	Arts & Design	85 - 89	6-10 hours	Science High School	Arts / Music	English / Communication	No	3	1	1	3	5	1	Bachelor of Arts in Political Science
Female	Education / Teaching	Music	Rich (Above ₱219,140 per month)	Yes	Yes	Limited access	High School	High School	Arts & Design	80 - 84	More than 15 hours	Technical / Vocational High School	Leadership / Student Government	ICT / Computer Studies	No	3	1	3	5	4	3	Bachelor of Arts in Psychology
Male	Engineering	Gaming	Low income (₱10,957 - ₱21,914 per month)	No	Yes	No access	High School	College Graduate	STEM	80 - 84	None	Public	Sports	Mathematics	Yes	5	5	4	3	2	1	Bachelor of Science in Industrial Engineering
Female	Education / Teaching	Social activities / Volunteering	Middle income (₱43,828 - ₱76,667 per month)	Yes	Yes	No access	Post-Graduate	Elementary	HUMSS	95 - 100	None	Science High School	Volunteer Work	Mathematics	Yes	2	5	3	4	3	5	Bachelor of Secondary Education major in English
Female	Education / Teaching	Social activities / Volunteering	Upper-middle income (₱76,667 - ₱131,484 per month)	No	No	No access	Not sure	Post-Graduate	GAS	80 - 84	11-15 hours	Technical / Vocational High School	Leadership / Student Government	English / Communication	No	3	2	1	4	4	4	Bachelor of Secondary Education major in Mathematics
Male	Engineering	Gaming	Low income (₱10,957 - ₱21,914 per month)	No	Yes	Strong and consistent access	Post-Graduate	Elementary	STEM	75 - 79	None	Private	Competitions	Mathematics	No	1	1	2	1	4	3	Bachelor of Science in Civil Engineering
Male	Engineering	Gaming	Poor (Below ₱10,957 per month)	No	Yes	Limited access	Post-Graduate	Not sure	STEM	90 - 94	None	Public	None	Science	Yes	5	1	4	2	5	3	Bachelor of Science in Electrical Engineering
Male	Business / Finance	Entrepreneurship	Middle income (₱43,828 - ₱76,667 per month)	No	Yes	Strong and consistent access	College Undergraduate	Not sure	ABM	95 - 100	11-15 hours	Technical / Vocational High School	Sports	Business / Accounting	Yes	3	1	5	1	3	2	Bachelor of Science in Business Administration major in Marketing Management
Female	Technology / Computing	Gaming	Upper-middle income (₱76,667 - ₱131,484 per month)	Yes	No	Average/intermittent access	College Graduate	Not sure	TVL - ICT	85 - 89	6-10 hours	Private	Arts / Music	ICT / Computer Studies	Yes	2	5	5	1	2	1	Bachelor of Science in Information Technology
Female	Social Sciences / Psychology	Entrepreneurship	Upper income (₱131,484 - ₱219,140 per month)	Yes	Yes	No access	Not sure	Not sure	Arts & Design	85 - 89	More than 15 hours	Private	Competitions	Social Science	Yes	4	3	4	1	2	1	Bachelor of Arts in English Language
Male	Business / Finance	Entrepreneurship	Lower-middle income (₱21,914 - ₱43,828 per month)	Yes	Yes	Average/intermittent access	Not sure	High School	ABM	95 - 100	3-5 hours	Technical / Vocational High School	Competitions	Business / Accounting	No	5	4	3	1	4	3	Bachelor of Science in Accountancy
Male	Business / Finance	Entrepreneurship	Lower-middle income (₱21,914 - ₱43,828 per month)	Yes	No	No access	Elementary	Elementary	ABM	80 - 84	More than 15 hours	Science High School	None	Business / Accounting	No	2	2	2	1	2	5	Bachelor of Science in Real Estate Management
Male	Business / Finance	Entrepreneurship	Upper-middle income (₱76,667 - ₱131,484 per month)	No	Yes	Limited access	Post-Graduate	Elementary	ABM	90 - 94	More than 15 hours	Public	Competitions	Business / Accounting	No	3	3	1	1	5	3	Bachelor of Science in Customs Administration
Female	Education / Teaching	Writing / Reading	Low income (₱10,957 - ₱21,914 per month)	Yes	Yes	Strong and consistent access	College Graduate	Elementary	GAS	85 - 89	None	Public	Leadership / Student Government	English / Communication	Yes	4	5	4	1	5	1	Bachelor of Secondary Education major in English
Male	Business / Finance	Entrepreneurship	Middle income (₱43,828 - ₱76,667 per month)	No	No	Average/intermittent access	College Undergraduate	College Undergraduate	ABM	95 - 100	None	Science High School	Volunteer Work	Business / Accounting	Yes	5	2	4	4	5	1	Bachelor of Science in Business Administration major in Financial Management
Female	Business / Finance	Entrepreneurship	Rich (Above ₱219,140 per month)	No	Yes	Average/intermittent access	Not sure	Elementary	ABM	95 - 100	None	Public	Leadership / Student Government	Business / Accounting	Yes	5	5	4	4	2	2	Bachelor of Science in Business Administration major in Operations Management
Female	Engineering	Gaming	Poor (Below ₱10,957 per month)	No	No	Limited access	High School	Not sure	STEM	90 - 94	None	Science High School	Sports	Mathematics	Yes	3	5	4	4	5	3	Bachelor of Science in Civil Engineering
Male	Technology / Computing	Coding / Programming	Low income (₱10,957 - ₱21,914 per month)	Yes	Yes	No access	High School	Not sure	STEM	75 - 79	None	Science High School	None	ICT / Computer Studies	Yes	4	1	5	4	2	4	Bachelor of Science in Computer Science
Female	Engineering	Gaming	Rich (Above ₱219,140 per month)	Yes	No	Strong and consistent access	College Graduate	College Graduate	STEM	75 - 79	11-15 hours	Public	Leadership / Student Government	Science	Yes	5	5	5	2	1	2	Bachelor of Science in Mechanical Engineering
Female	Education / Teaching	Writing / Reading	Upper-middle income (₱76,667 - ₱131,484 per month)	No	No	Strong and consistent access	High School	College Graduate	HUMSS	90 - 94	11-15 hours	Science High School	Academic Clubs	English / Communication	Yes	3	5	4	3	2	1	Bachelor of Secondary Education major in English
Male	Business / Finance	Social activities / Volunteering	Poor (Below ₱10,957 per month)	No	No	No access	College Graduate	Post-Graduate	TVL - Cookery	85 - 89	11-15 hours	Technical / Vocational High School	Arts / Music	English / Communication	No	2	1	5	5	1	3	Bachelor of Science in Hospitality Management
Male	Business / Finance	Social activities / Volunteering	Poor (Below ₱10,957 per month)	Yes	No	Strong and consistent access	College Graduate	College Graduate	TVL - Home Economics	Below 75	3-5 hours	Public	Competitions	English / Communication	Yes	3	3	1	2	3	5	Bachelor of Science in Hospitality Management
Female	Education / Teaching	Sports	Lower-middle income (₱21,914 - ₱43,828 per month)	Yes	Yes	Average/intermittent access	High School	Post-Graduate	GAS	80 - 84	6-10 hours	Science High School	Sports	Science	Yes	5	2	1	3	5	3	Bachelor of Physical Education
Male	Social Sciences / Psychology	Sports	Lower-middle income (₱21,914 - ₱43,828 per month)	No	Yes	Average/intermittent access	Not sure	High School	HUMSS	85 - 89	None	Science High School	Academic Clubs	Social Science	No	2	3	1	2	1	3	Bachelor of Science in Criminology
Female	Business / Finance	Entrepreneurship	Middle income (₱43,828 - ₱76,667 per month)	Yes	Yes	Average/intermittent access	High School	Post-Graduate	ABM	95 - 100	6-10 hours	Public	Leadership / Student Government	Business / Accounting	Yes	4	5	2	4	4	1	Bachelor of Science in Real Estate Management
Male	Business / Finance	Entrepreneurship	Upper-middle income (₱76,667 - ₱131,484 per month)	No	No	No access	High School	College Undergraduate	ABM	75 - 79	3-5 hours	Technical / Vocational High School	Arts / Music	Business / Accounting	No	1	5	2	4	4	5	Bachelor of Science in Business Administration major in Human Resource Management
Male	Technology / Computing	Gaming	Low income (₱10,957 - ₱21,914 per month)	No	Yes	No access	College Graduate	Post-Graduate	TVL - ICT	90 - 94	None	Science High School	Academic Clubs	ICT / Computer Studies	No	1	3	5	1	2	2	Bachelor of Science in Computer Engineering
Male	Undecided	Sports	Middle income (₱43,828 - ₱76,667 per month)	No	Yes	Average/intermittent access	Not sure	Not sure	HUMSS	Below 75	None	Public	Arts / Music	Mathematics	Yes	1	4	1	3	2	1	Bachelor of Arts in Political Science
Female	Business / Finance	Entrepreneurship	Poor (Below ₱10,957 per month)	No	No	Strong and consistent access	College Undergraduate	Not sure	ABM	90 - 94	6-10 hours	Public	Volunteer Work	Business / Accounting	No	5	5	4	5	5	1	Bachelor of Science in Business Administration major in Financial Management
Male	Arts / Design / Creative Media	Entrepreneurship	Upper-middle income (₱76,667 - ₱131,484 per month)	No	Yes	Limited access	Elementary	High School	ABM	85 - 89	11-15 hours	Public	Competitions	ICT / Computer Studies	No	3	4	4	4	3	2	Bachelor of Science in Social Work
Male	Arts / Design / Creative Media	Coding / Programming	Upper-middle income (₱76,667 - ₱131,484 per month)	No	No	Average/intermittent access	College Graduate	Not sure	TVL - SMAW	90 - 94	6-10 hours	Private	Leadership / Student Government	ICT / Computer Studies	Yes	2	1	3	2	2	2	Bachelor of Arts in Psychology
Female	Engineering	Sports	Upper income (₱131,484 - ₱219,140 per month)	No	Yes	No access	Elementary	College Undergraduate	STEM	90 - 94	None	Private	None	Science	Yes	1	3	1	5	4	1	Bachelor of Science in Mechanical Engineering
Male	Business / Finance	Entrepreneurship	Low income (₱10,957 - ₱21,914 per month)	Yes	Yes	Limited access	College Undergraduate	College Undergraduate	ABM	75 - 79	3-5 hours	Science High School	None	Business / Accounting	Yes	3	3	3	1	3	4	Bachelor of Science in Business Administration major in Operations Management
Male	Social Sciences / Psychology	Sports	Middle income (₱43,828 - ₱76,667 per month)	No	Yes	Strong and consistent access	High School	Not sure	GAS	Below 75	6-10 hours	Technical / Vocational High School	Arts / Music	Social Science	No	5	4	5	1	1	5	Bachelor of Science in Criminology
Male	Business / Finance	Entrepreneurship	Upper income (₱131,484 - ₱219,140 per month)	No	No	No access	Not sure	College Undergraduate	ABM	Below 75	3-5 hours	Science High School	Arts / Music	Business / Accounting	Yes	2	1	3	4	1	4	Bachelor of Science in Customs Administration
Male	Arts / Design / Creative Media	Social activities / Volunteering	Low income (₱10,957 - ₱21,914 per month)	Yes	Yes	Limited access	Elementary	Elementary	TVL - SMAW	Below 75	More than 15 hours	Technical / Vocational High School	Arts / Music	Undecided	Yes	2	1	5	2	2	3	Bachelor of Science in Social Work
Female	Business / Finance	Entrepreneurship	Upper-middle income (₱76,667 - ₱131,484 per month)	Yes	Yes	Strong and consistent access	College Undergraduate	College Graduate	ABM	90 - 94	Less than 3 hours	Science High School	None	Business / Accounting	No	3	3	3	4	4	3	Bachelor of Science in Business Administration major in Operations Management
Male	Undecided	None	Poor (Below ₱10,957 per month)	No	Yes	No access	College Graduate	Post-Graduate	TVL - Travel Service	80 - 84	None	Private	Sports	English / Communication	Yes	5	2	4	5	3	4	Bachelor of Arts in English Language
Female	Education / Teaching	Social activities / Volunteering	Poor (Below ₱10,957 per month)	No	No	Average/intermittent access	College Graduate	College Graduate	GAS	90 - 94	6-10 hours	Public	None	Social Science	No	4	4	2	5	1	4	Bachelor of Secondary Education major in Mathematics
Female	Education / Teaching	Sports	Rich (Above ₱219,140 per month)	Yes	Yes	Limited access	Elementary	High School	GAS	Below 75	Less than 3 hours	Private	Volunteer Work	Science	No	1	5	5	3	4	1	Bachelor of Physical Education
Female	Education / Teaching	Writing / Reading	Upper income (₱131,484 - ₱219,140 per month)	No	No	Limited access	Post-Graduate	College Undergraduate	GAS	80 - 84	None	Public	Sports	Social Science	No	3	1	4	5	5	3	Bachelor of Secondary Education major in English
Male	Education / Teaching	Entrepreneurship	Rich (Above ₱219,140 per month)	No	No	No access	High School	Not sure	TVL - Travel Service	85 - 89	3-5 hours	Private	Academic Clubs	ICT / Computer Studies	No	3	1	1	1	3	4	Bachelor of Arts in Psychology
Male	Business / Finance	Entrepreneurship	Upper-middle income (₱76,667 - ₱131,484 per month)	No	No	Strong and consistent access	College Graduate	Not sure	ABM	85 - 89	None	Science High School	Leadership / Student Government	Business / Accounting	Yes	2	2	4	4	4	2	Bachelor of Science in Business Administration major in Operations Management
Female	Engineering	Gaming	Poor (Below ₱10,957 per month)	Yes	Yes	No access	College Graduate	College Graduate	STEM	75 - 79	6-10 hours	Public	Leadership / Student Government	Mathematics	Yes	1	1	2	5	2	1	Bachelor of Science in Civil Engineering
Female	Education / Teaching	Writing / Reading	Low income (₱10,957 - ₱21,914 per month)	No	Yes	Strong and consistent access	High School	Elementary	HUMSS	90 - 94	11-15 hours	Public	Leadership / Student Government	Science	No	5	3	5	4	4	3	Bachelor of Secondary Education major in Science
Female	Business / Finance	Entrepreneurship	Middle income (₱43,828 - ₱76,667 per month)	Yes	Yes	Strong and consistent access	Not sure	Not sure	ABM	85 - 89	None	Public	Volunteer Work	Business / Accounting	No	5	1	5	4	4	2	Bachelor of Science in Business Administration major in Marketing Management
Female	Undecided	None	Upper-middle income (₱76,667 - ₱131,484 per month)	Yes	Yes	Average/intermittent access	Elementary	High School	Sports Track	90 - 94	Less than 3 hours	Technical / Vocational High School	Academic Clubs	Business / Accounting	No	3	1	5	1	5	1	Bachelor of Arts in English Language
Male	Engineering	Gaming	Rich (Above ₱219,140 per month)	No	No	No access	College Graduate	Post-Graduate	STEM	75 - 79	More than 15 hours	Private	Sports	Mathematics	No	4	4	2	1	3	1	Bachelor of Science in Electrical Engineering
Male	Education / Teaching	Writing / Reading	Upper income (₱131,484 - ₱219,140 per month)	No	Yes	No access	High School	Post-Graduate	GAS	Below 75	11-15 hours	Public	Arts / Music	Science	Yes	3	4	5	5	1	2	Bachelor of Elementary Education
Male	Engineering	Gaming	Rich (Above ₱219,140 per month)	No	No	No access	Post-Graduate	College Graduate	STEM	95 - 100	None	Technical / Vocational High School	Sports	Science	No	4	3	1	4	4	1	Bachelor of Science in Electrical Engineering
Male	Technology / Computing	Gaming	Rich (Above ₱219,140 per month)	Yes	Yes	Average/intermittent access	College Graduate	Elementary	STEM	85 - 89	11-15 hours	Public	Leadership / Student Government	ICT / Computer Studies	Yes	3	3	4	4	3	4	Bachelor of Science in Computer Engineering
Male	Education / Teaching	Writing / Reading	Middle income (₱43,828 - ₱76,667 per month)	No	No	Limited access	College Undergraduate	College Graduate	ABM	Below 75	Less than 3 hours	Science High School	Arts / Music	ICT / Computer Studies	No	5	4	1	1	1	2	Bachelor of Science in Social Work
Female	Education / Teaching	Social activities / Volunteering	Upper income (₱131,484 - ₱219,140 per month)	No	Yes	Limited access	High School	High School	GAS	95 - 100	None	Public	Leadership / Student Government	Mathematics	No	4	2	5	5	5	4	Bachelor of Secondary Education major in Social Studies
Female	Technology / Computing	Gaming	Upper income (₱131,484 - ₱219,140 per month)	No	No	Limited access	College Undergraduate	College Undergraduate	STEM	Below 75	11-15 hours	Technical / Vocational High School	Competitions	ICT / Computer Studies	No	3	5	4	2	5	5	Bachelor of Science in Computer Engineering
Female	Arts / Design / Creative Media	None	Rich (Above ₱219,140 per month)	Yes	No	Limited access	High School	High School	TVL - Home Economics	Below 75	More than 15 hours	Public	Competitions	Social Science	Yes	1	4	1	3	1	2	Bachelor of Science in Social Work
Female	Education / Teaching	Social activities / Volunteering	Middle income (₱43,828 - ₱76,667 per month)	No	Yes	No access	Not sure	Not sure	GAS	Below 75	More than 15 hours	Public	None	Mathematics	Yes	1	2	2	2	3	3	Bachelor of Secondary Education major in English
Male	Business / Finance	Entrepreneurship	Upper income (₱131,484 - ₱219,140 per month)	Yes	Yes	Average/intermittent access	Elementary	College Graduate	ABM	Below 75	None	Science High School	Academic Clubs	Business / Accounting	No	3	3	5	5	3	1	Bachelor of Science in Business Administration major in Operations Management
Male	Education / Teaching	Social activities / Volunteering	Low income (₱10,957 - ₱21,914 per month)	No	No	Average/intermittent access	Not sure	Not sure	HUMSS	80 - 84	11-15 hours	Technical / Vocational High School	Leadership / Student Government	Social Science	No	1	5	2	3	3	2	Bachelor of Secondary Education major in Science
Female	Engineering	Gaming	Rich (Above ₱219,140 per month)	No	No	Limited access	Elementary	Post-Graduate	STEM	75 - 79	Less than 3 hours	Technical / Vocational High School	Academic Clubs	Science	No	2	4	4	1	4	3	Bachelor of Science in Civil Engineering
Female	Business / Finance	Entrepreneurship	Upper income (₱131,484 - ₱219,140 per month)	No	No	No access	Elementary	Elementary	ABM	95 - 100	6-10 hours	Public	Sports	Business / Accounting	No	2	1	2	1	1	2	Bachelor of Science in Business Administration major in Financial Management
Female	Social Sciences / Psychology	Entrepreneurship	Upper-middle income (₱76,667 - ₱131,484 per month)	Yes	No	Limited access	College Graduate	College Undergraduate	TVL - Industrial Arts	75 - 79	11-15 hours	Public	Leadership / Student Government	Arts	No	2	2	4	2	2	2	Bachelor of Performing Arts
Female	Technology / Computing	Gaming	Low income (₱10,957 - ₱21,914 per month)	No	Yes	No access	Not sure	Not sure	STEM	75 - 79	3-5 hours	Private	Competitions	ICT / Computer Studies	Yes	3	4	2	2	4	4	Bachelor of Science in Computer Science
Female	Technology / Computing	Coding / Programming	Upper-middle income (₱76,667 - ₱131,484 per month)	Yes	Yes	Strong and consistent access	Post-Graduate	College Undergraduate	STEM	85 - 89	More than 15 hours	Public	Leadership / Student Government	ICT / Computer Studies	No	1	4	5	5	2	4	Bachelor of Science in Computer Science
Male	Business / Finance	Entrepreneurship	Poor (Below ₱10,957 per month)	Yes	Yes	Average/intermittent access	High School	College Graduate	ABM	95 - 100	3-5 hours	Technical / Vocational High School	Academic Clubs	Business / Accounting	No	1	4	1	4	1	5	Bachelor of Science in Business Administration major in Operations Management
Male	Business / Finance	Entrepreneurship	Upper income (₱131,484 - ₱219,140 per month)	Yes	No	Strong and consistent access	Post-Graduate	College Undergraduate	ABM	85 - 89	More than 15 hours	Science High School	Leadership / Student Government	Business / Accounting	Yes	1	5	1	5	3	4	Bachelor of Science in Business Administration major in Human Resource Management
Female	Education / Teaching	Writing / Reading	Low income (₱10,957 - ₱21,914 per month)	No	No	No access	Elementary	Elementary	HUMSS	85 - 89	3-5 hours	Technical / Vocational High School	None	Social Science	Yes	2	2	1	1	1	4	Bachelor of Secondary Education major in Social Studies
Female	Education / Teaching	Social activities / Volunteering	Poor (Below ₱10,957 per month)	Yes	Yes	Limited access	Not sure	Not sure	GAS	90 - 94	Less than 3 hours	Public	Competitions	Social Science	No	4	3	5	1	1	3	Bachelor of Secondary Education major in Filipino
Male	Engineering	Coding / Programming	Low income (₱10,957 - ₱21,914 per month)	No	Yes	Average/intermittent access	College Graduate	College Graduate	STEM	95 - 100	11-15 hours	Technical / Vocational High School	None	Science	No	5	3	5	5	5	5	Bachelor of Science in Mechanical Engineering
Female	Business / Finance	Entrepreneurship	Middle income (₱43,828 - ₱76,667 per month)	Yes	No	Strong and consistent access	High School	High School	ABM	90 - 94	6-10 hours	Technical / Vocational High School	Competitions	Business / Accounting	No	3	3	4	4	5	5	Bachelor of Science in Business Administration major in Operations Management
Female	Undecided	Entrepreneurship	Middle income (₱43,828 - ₱76,667 per month)	Yes	No	Average/intermittent access	College Graduate	College Graduate	ABM	85 - 89	6-10 hours	Private	Academic Clubs	Social Science	No	4	3	3	3	3	4	Bachelor of Science in Real Estate Management
Male	Business / Finance	Writing / Reading	Poor (Below ₱10,957 per month)	No	Yes	Average/intermittent access	College Undergraduate	College Undergraduate	ABM	85 - 89	11-15 hours	Science High School	Academic Clubs	Mathematics	No	4	5	5	4	5	4	Bachelor of Science in Accountancy
Male	Engineering	Gaming	Poor (Below ₱10,957 per month)	No	No	Limited access	College Undergraduate	Elementary	TVL - ICT	90 - 94	3-5 hours	Private	Arts / Music	Science	Yes	4	3	5	5	5	5	Bachelor of Science in Computer Engineering
Male	Technology / Computing	Gaming	Upper-middle income (₱76,667 - ₱131,484 per month)	No	No	Strong and consistent access	College Undergraduate	College Undergraduate	STEM	95 - 100	More than 15 hours	Technical / Vocational High School	Arts / Music	Mathematics	Yes	4	5	5	5	5	5	Bachelor of Science in Computer Science
Female	Education / Teaching	Social activities / Volunteering	Rich (Above ₱219,140 per month)	No	Yes	Strong and consistent access	College Undergraduate	College Undergraduate	HUMSS	90 - 94	6-10 hours	Technical / Vocational High School	Arts / Music	Social Science	Yes	5	4	5	4	5	4	Bachelor of Secondary Education major in Social Studies
Female	Education / Teaching	Writing / Reading	Upper-middle income (₱76,667 - ₱131,484 per month)	Yes	No	Average/intermittent access	High School	Elementary	HUMSS	Below 75	More than 15 hours	Public	Leadership / Student Government	Social Science	No	5	4	4	4	1	4	Bachelor of Secondary Education major in English
Male	Business / Finance	Writing / Reading	Poor (Below ₱10,957 per month)	No	Yes	Strong and consistent access	College Graduate	College Undergraduate	ABM	85 - 89	3-5 hours	Science High School	Competitions	Mathematics	No	4	4	5	4	4	4	Bachelor of Science in Business Administration major in Operations Management
Male	Undecided	Music	Middle income (₱43,828 - ₱76,667 per month)	Yes	No	Limited access	High School	College Graduate	GAS	90 - 94	3-5 hours	Technical / Vocational High School	Competitions	Undecided	No	2	3	5	3	5	4	Bachelor of Science in Hospitality Management
Female	Business / Finance	Writing / Reading	Upper income (₱131,484 - ₱219,140 per month)	No	No	Average/intermittent access	College Undergraduate	Post-Graduate	ABM	95 - 100	More than 15 hours	Technical / Vocational High School	None	Business / Accounting	Yes	3	4	4	4	5	5	Bachelor of Science in Business Administration major in Financial Management
Female	Education / Teaching	Writing / Reading	Upper income (₱131,484 - ₱219,140 per month)	Yes	No	No access	College Undergraduate	High School	HUMSS	Below 75	6-10 hours	Public	None	Social Science	No	4	5	2	3	2	1	Bachelor of Secondary Education major in Social Studies
Female	Business / Finance	Social activities / Volunteering	Lower-middle income (₱21,914 - ₱43,828 per month)	No	No	Strong and consistent access	High School	Elementary	ABM	85 - 89	11-15 hours	Science High School	Sports	Business / Accounting	Yes	3	4	5	3	4	3	Bachelor of Science in Business Administration major in Human Resource Management
Female	Social Sciences / Psychology	Writing / Reading	Poor (Below ₱10,957 per month)	Yes	No	Average/intermittent access	College Undergraduate	College Undergraduate	HUMSS	75 - 79	None	Technical / Vocational High School	Sports	Social Science	No	5	5	2	4	2	3	Bachelor of Science in Social Work
Female	Education / Teaching	Writing / Reading	Lower-middle income (₱21,914 - ₱43,828 per month)	No	No	Average/intermittent access	College Graduate	College Graduate	STEM	95 - 100	More than 15 hours	Technical / Vocational High School	Arts / Music	Science	No	5	5	4	5	5	5	Bachelor of Secondary Education major in Mathematics
Male	Arts / Design / Creative Media	Writing / Reading	Lower-middle income (₱21,914 - ₱43,828 per month)	No	No	Strong and consistent access	College Undergraduate	College Undergraduate	HUMSS	80 - 84	11-15 hours	Private	Leadership / Student Government	Arts	No	4	4	3	2	3	2	Bachelor of Arts in English Language
Female	Engineering	Coding / Programming	Upper-middle income (₱76,667 - ₱131,484 per month)	Yes	Yes	Strong and consistent access	College Undergraduate	Post-Graduate	STEM	90 - 94	6-10 hours	Technical / Vocational High School	Academic Clubs	Mathematics	Yes	5	3	5	5	5	5	Bachelor of Science in Electrical Engineering
Male	Undecided	Social activities / Volunteering	Low income (₱10,957 - ₱21,914 per month)	Yes	No	Average/intermittent access	College Graduate	High School	ABM	75 - 79	6-10 hours	Private	None	Social Science	No	3	3	1	1	3	1	Bachelor of Science in Real Estate Management
Male	Education / Teaching	Writing / Reading	Lower-middle income (₱21,914 - ₱43,828 per month)	Yes	Yes	Average/intermittent access	College Undergraduate	College Graduate	HUMSS	95 - 100	3-5 hours	Public	Arts / Music	Social Science	Yes	3	4	5	5	5	4	Bachelor of Secondary Education major in English
Female	Social Sciences / Psychology	Writing / Reading	Middle income (₱43,828 - ₱76,667 per month)	Yes	No	Strong and consistent access	Post-Graduate	High School	HUMSS	90 - 94	3-5 hours	Public	Competitions	English / Communication	Yes	5	3	4	4	4	5	Bachelor of Science in Social Work
Female	Business / Finance	Social activities / Volunteering	Middle income (₱43,828 - ₱76,667 per month)	No	No	Average/intermittent access	Not sure	College Graduate	ABM	85 - 89	11-15 hours	Technical / Vocational High School	Competitions	Business / Accounting	Yes	4	3	5	5	4	4	Bachelor of Science in Business Administration major in Marketing Management
Female	Undecided	Entrepreneurship	Upper-middle income (₱76,667 - ₱131,484 per month)	No	No	Strong and consistent access	College Undergraduate	College Undergraduate	ABM	85 - 89	Less than 3 hours	Science High School	Competitions	Business / Accounting	Yes	4	4	4	4	2	3	Bachelor of Science in Real Estate Management
Female	Technology / Computing	Coding / Programming	Middle income (₱43,828 - ₱76,667 per month)	Yes	No	Average/intermittent access	College Graduate	College Undergraduate	TVL - ICT	90 - 94	3-5 hours	Science High School	Sports	Mathematics	Yes	3	3	5	5	5	5	Bachelor of Science in Computer Science
Male	Technology / Computing	Gaming	Poor (Below ₱10,957 per month)	No	Yes	Strong and consistent access	High School	High School	TVL - ICT	85 - 89	Less than 3 hours	Technical / Vocational High School	Arts / Music	Mathematics	Yes	5	4	5	4	4	5	Bachelor of Science in Information Technology
Male	Education / Teaching	Writing / Reading	Upper-middle income (₱76,667 - ₱131,484 per month)	No	No	No access	High School	College Undergraduate	HUMSS	85 - 89	11-15 hours	Private	Volunteer Work	Science	Yes	3	3	4	5	4	4	Bachelor of Secondary Education major in Mathematics
Female	Undecided	Gaming	Middle income (₱43,828 - ₱76,667 per month)	No	No	Average/intermittent access	College Undergraduate	High School	GAS	80 - 84	3-5 hours	Science High School	None	Undecided	No	3	4	3	2	2	4	Bachelor of Science in Real Estate Management
Female	Education / Teaching	Writing / Reading	Middle income (₱43,828 - ₱76,667 per month)	No	No	Strong and consistent access	College Undergraduate	College Undergraduate	HUMSS	75 - 79	3-5 hours	Science High School	Volunteer Work	English / Communication	No	4	3	3	3	2	3	Bachelor of Secondary Education major in Filipino
Female	Technology / Computing	Coding / Programming	Lower-middle income (₱21,914 - ₱43,828 per month)	Yes	No	Limited access	High School	College Graduate	TVL - ICT	95 - 100	3-5 hours	Public	Academic Clubs	Mathematics	Yes	3	4	5	5	5	5	Bachelor of Science in Information Technology
Male	Arts / Design / Creative Media	Social activities / Volunteering	Middle income (₱43,828 - ₱76,667 per month)	Yes	No	Strong and consistent access	College Graduate	College Undergraduate	Arts & Design	90 - 94	6-10 hours	Science High School	Sports	English / Communication	No	5	4	4	4	5	4	Bachelor of Performing Arts
Male	Engineering	Gaming	Lower-middle income (₱21,914 - ₱43,828 per month)	No	No	Strong and consistent access	High School	College Graduate	STEM	90 - 94	More than 15 hours	Technical / Vocational High School	Academic Clubs	Mathematics	No	4	4	5	5	5	5	Bachelor of Science in Civil Engineering
Female	Business / Finance	Entrepreneurship	Lower-middle income (₱21,914 - ₱43,828 per month)	Yes	Yes	Strong and consistent access	College Graduate	High School	ABM	85 - 89	3-5 hours	Public	Volunteer Work	English / Communication	Yes	4	4	5	5	3	5	Bachelor of Science in Business Administration major in Marketing Management
Male	Undecided	Gaming	Upper income (₱131,484 - ₱219,140 per month)	Yes	No	Strong and consistent access	College Graduate	Post-Graduate	TVL - Industrial Arts	90 - 94	11-15 hours	Private	Academic Clubs	Social Science	Yes	2	2	4	5	5	4	Bachelor of Science in Criminology
Male	Business / Finance	Entrepreneurship	Upper-middle income (₱76,667 - ₱131,484 per month)	No	No	No access	High School	College Graduate	ABM	80 - 84	3-5 hours	Public	Leadership / Student Government	Business / Accounting	No	3	3	4	4	4	4	Bachelor of Science in Business Administration major in Marketing Management
Male	Undecided	Gaming	Upper income (₱131,484 - ₱219,140 per month)	No	Yes	Strong and consistent access	College Graduate	College Graduate	TVL - Industrial Arts	85 - 89	3-5 hours	Private	Volunteer Work	Social Science	Yes	2	2	2	2	4	2	Bachelor of Science in Criminology
Female	Education / Teaching	Writing / Reading	Upper income (₱131,484 - ₱219,140 per month)	Yes	No	Average/intermittent access	College Undergraduate	College Graduate	HUMSS	80 - 84	3-5 hours	Science High School	Academic Clubs	English / Communication	No	3	4	5	4	5	5	Bachelor of Elementary Education
